Baseline 100%T,,R1 sulfuric + ferric1,,R2 sulfuric + ferric,,R3 sulfuric + ferric,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
799.9872437,0.122644439,799.9872437,0.002280603,799.9872437,0.001039867,799.9872437,-0.000222045
799.012146,0.122961447,799.012146,0.002205796,799.012146,0.000683565,799.012146,-2.06E-05
798.0018921,0.122786194,798.0018921,0.002410682,798.0018921,0.000611132,798.0018921,0.000469126
796.9911499,0.123174794,796.9911499,0.002264886,796.9911499,-0.000326869,796.9911499,-0.000429288
796.0148926,0.12314716,796.0148926,0.00231485,796.0148926,0.000273209,796.0148926,-1.89E-05
795.0033569,0.12296392,795.0033569,0.002204443,795.0033569,0.000520102,795.0033569,-0.000280875
793.9915161,0.122941762,793.9915161,0.002528953,793.9915161,0.000782746,793.9915161,-8.79E-05
793.0140991,0.123228975,793.0140991,0.002801804,793.0140991,7.26E-05,793.0140991,9.13E-05
792.0014648,0.123279207,792.0014648,0.002258147,792.0014648,0.000164174,792.0014648,0.000150035
790.9882813,0.123546749,790.9882813,0.001415237,790.9882813,-5.11E-05,790.9882813,0.000159953
790.0098267,0.12363074,790.0098267,0.0020254,790.0098267,-0.000229341,790.0098267,-0.000445838
788.9958496,0.123281919,788.9958496,0.002759104,788.9958496,0.000149828,788.9958496,7.57E-05
788.0165405,0.123542242,788.0165405,0.002290882,788.0165405,0.00021501,788.0165405,-0.000539232
787.0018921,0.123484314,787.0018921,0.003212106,787.0018921,0.000955803,787.0018921,0.000441399
785.9868164,0.123692721,785.9868164,0.001607435,785.9868164,0.000470888,785.9868164,-0.00046094
785.0064087,0.123677917,785.0064087,0.002254452,785.0064087,0.000392427,785.0064087,0.000146229
783.9905396,0.123846822,783.9905396,0.002147,783.9905396,0.000341337,783.9905396,-3.32E-05
783.0093994,0.124255434,783.0093994,0.002004075,783.0093994,0.00034385,783.0093994,-0.000351751
781.9927368,0.123808026,781.9927368,0.002685308,781.9927368,0.000236636,781.9927368,0.000391935
781.0107422,0.123679332,781.0107422,0.002463188,781.0107422,0.000778545,781.0107422,0.000276395
779.9934082,0.124484792,779.9934082,0.0019756,779.9934082,0.000410875,779.9934082,-0.000496158
779.0106812,0.124365203,779.0106812,0.001660779,779.0106812,-0.00028398,779.0106812,-0.000116109
777.9924927,0.124152035,777.9924927,0.002092867,777.9924927,8.00E-05,777.9924927,-0.000669154
777.0090332,0.124357246,777.0090332,0.001914027,777.0090332,-0.000132878,777.0090332,-0.00019524
775.9901123,0.124128915,775.9901123,0.002161308,775.9901123,0.000635836,775.9901123,-0.000106689
775.0058594,0.124514625,775.0058594,0.002043865,775.0058594,-0.00016626,775.0058594,-0.000349837
773.986145,0.123850852,773.986145,0.002733627,773.986145,0.000559575,773.986145,0.000462285
773.0012207,0.12438082,773.0012207,0.00204501,773.0012207,-2.01E-05,773.0012207,-4.50E-05
772.0159302,0.124581792,772.0159302,0.00221394,772.0159302,0.000169819,772.0159302,-0.00015622
770.9950562,0.12410742,770.9950562,0.002847269,770.9950562,0.000454744,770.9950562,9.73E-05
770.0089722,0.124444768,770.0089722,0.002360395,770.0089722,0.000268728,770.0089722,7.94E-05
768.9873047,0.1249872,768.9873047,0.001513469,768.9873047,-8.12E-05,768.9873047,-0.001157371
768.0005493,0.12438751,768.0005493,0.00211222,768.0005493,8.72E-05,768.0005493,-0.000567826
767.0133667,0.124435842,767.0133667,0.002504973,767.0133667,0.000121474,767.0133667,-0.000258576
765.9906006,0.124527589,765.9906006,0.001930147,765.9906006,5.93E-06,765.9906006,-0.000478058
765.0027466,0.124313988,765.0027466,0.002448662,765.0027466,0.00018067,765.0027466,0.00029318
764.0145264,0.12402916,764.0145264,0.003016877,764.0145264,0.000867295,764.0145264,0.000467908
762.9906006,0.124382787,762.9906006,0.002196482,762.9906006,0.000337943,762.9906006,0.000220941
762.0016479,0.12495748,762.0016479,0.001727332,762.0016479,-7.53E-05,762.0016479,-0.000851641
761.0122681,0.124258056,761.0122681,0.002819468,761.0122681,0.001089223,761.0122681,-4.86E-05
759.9872437,0.124616526,759.9872437,0.002722348,759.9872437,0.000228167,759.9872437,-0.000324592
758.9971924,0.124510728,758.9971924,0.002013151,758.9971924,-0.000128582,758.9971924,-0.000503346
758.0067749,0.124090232,758.0067749,0.002277377,758.0067749,-0.000176144,758.0067749,-0.000246158
757.0159302,0.123882286,757.0159302,0.002300823,757.0159302,0.00038424,757.0159302,-0.000319781
755.9893799,0.12377777,755.9893799,0.002789168,755.9893799,0.000580933,755.9893799,-0.000129307
754.9978638,0.123816051,754.9978638,0.00187352,754.9978638,0.000484545,754.9978638,-0.000110726
754.0059814,0.123352997,754.0059814,0.002571239,754.0059814,0.000738377,754.0059814,0.00038082
753.0137939,0.123303376,753.0137939,0.002541477,753.0137939,0.000326571,753.0137939,-0.000183493
751.9857178,0.123381607,751.9857178,0.002173275,751.9857178,0.000235238,751.9857178,-0.000122372
750.9927979,0.122855537,750.9927979,0.002834841,750.9927979,0.000220242,750.9927979,0.000107103
749.9995117,0.122888655,749.9995117,0.002480787,749.9995117,0.000635784,749.9995117,0.000174092
749.0057983,0.122760639,749.0057983,0.002454025,749.0057983,0.000149129,749.0057983,5.30E-05
748.0118408,0.12208727,748.0118408,0.002929641,748.0118408,0.000960213,748.0118408,0.000567584
747.0174561,0.122547358,747.0174561,0.002772729,747.0174561,0.000331441,747.0174561,0.000113706
745.9871826,0.122578286,745.9871826,0.002130533,745.9871826,2.61E-06,745.9871826,-0.000752009
744.9921265,0.122156985,744.9921265,0.002241338,744.9921265,0.000508154,744.9921265,-0.000534268
743.9967041,0.121747427,743.9967041,0.002682521,743.9967041,0.000319265,743.9967041,-9.66E-05
743.0008545,0.121202119,743.0008545,0.002400088,743.0008545,0.000460859,743.0008545,0.000172357
742.0047607,0.121108063,742.0047607,0.002092763,742.0047607,0.00010933,742.0047607,0.000234435
741.0083008,0.120684423,741.0083008,0.002370728,741.0083008,0.000552525,741.0083008,0.000310251
740.0114746,0.120431066,740.0114746,0.002142083,740.0114746,0.000405538,740.0114746,-0.000283876
739.0142212,0.120168701,739.0142212,0.00235761,739.0142212,0.000160704,739.0142212,-0.000289154
738.0167236,0.119757302,738.0167236,0.002027403,738.0167236,0.000110754,738.0167236,-0.000546161
736.9832153,0.119082749,736.9832153,0.002086729,736.9832153,0.000159565,736.9832153,-8.14E-05
735.9849243,0.118325844,735.9849243,0.002001761,735.9849243,0.000435128,735.9849243,-0.000301933
734.9863281,0.117749326,734.9863281,0.002008002,734.9863281,0.000117978,734.9863281,-0.000291844
733.9874268,0.116917588,733.9874268,0.002315058,733.9874268,-4.35E-05,733.9874268,-6.67E-05
732.9881592,0.116229966,732.9881592,0.002172052,732.9881592,0.000249897,732.9881592,1.04E-05
731.9885254,0.115133956,731.9885254,0.002644052,731.9885254,0.000514063,731.9885254,-6.26E-05
730.9885254,0.114232473,730.9885254,0.002535827,730.9885254,0.000623652,730.9885254,-4.45E-05
729.9882202,0.113226108,729.9882202,0.002807718,729.9882202,0.000429298,729.9882202,8.65E-05
728.9874878,0.112805054,728.9874878,0.002513565,728.9874878,9.02E-05,728.9874878,-0.000449717
727.9865723,0.111511223,727.9865723,0.002715263,727.9865723,0.000502738,727.9865723,5.64E-06
726.9852295,0.110854089,726.9852295,0.002564209,726.9852295,0.00050691,726.9852295,-0.000412944
725.9835205,0.110191643,725.9835205,0.002258017,725.9835205,0.000465187,725.9835205,-0.000282479
725.0172729,0.109213561,725.0172729,0.002444419,725.0172729,0.000225344,725.0172729,-0.000144627
724.0148926,0.108525857,724.0148926,0.002400114,724.0148926,0.000328229,724.0148926,-2.38E-06
723.012207,0.107900865,723.012207,0.00239988,723.012207,0.000284373,723.012207,8.44E-05
722.0090942,0.107238501,722.0090942,0.002298767,722.0090942,0.000516447,722.0090942,-5.92E-05
721.0057373,0.106277026,721.0057373,0.00239457,721.0057373,0.000383307,721.0057373,9.67E-05
720.0020142,0.105704516,720.0020142,0.002317088,720.0020142,0.000288025,720.0020142,-0.000534372
718.9979248,0.105175905,718.9979248,0.002322059,718.9979248,-2.23E-06,718.9979248,-0.000381961
717.9935303,0.104176663,717.9935303,0.002627176,717.9935303,0.00069588,717.9935303,-4.27E-05
716.9887695,0.103681751,716.9887695,0.002346419,716.9887695,0.000118108,716.9887695,-0.000379064
715.9837036,0.103044748,715.9837036,0.002248623,715.9837036,7.67E-05,715.9837036,-0.00030245
715.0141602,0.102389246,715.0141602,0.002398292,715.0141602,0.000247437,715.0141602,-0.00034156
714.0083618,0.101569638,714.0083618,0.002545695,714.0083618,0.000332943,714.0083618,-4.83E-05
713.0023193,0.101049654,713.0023193,0.002425129,713.0023193,0.000358539,713.0023193,-0.000136139
711.9959106,0.100340143,711.9959106,0.002484926,711.9959106,0.000527332,711.9959106,-0.000128945
710.9891357,0.099933833,710.9891357,0.002697863,710.9891357,0.000273468,710.9891357,-0.000237775
709.9820557,0.09957175,709.9820557,0.00234012,709.9820557,0.000488095,709.9820557,-6.20E-05
709.0106201,0.099247381,709.0106201,0.002688382,709.0106201,0.000449069,709.0106201,-3.54E-05
708.0028687,0.099226043,708.0028687,0.002325312,708.0028687,0.000286756,708.0028687,-0.000247658
706.9946899,0.099099383,706.9946899,0.002473133,706.9946899,0.000133281,706.9946899,7.07E-05
705.9863281,0.099025145,705.9863281,0.0024849,705.9863281,0.000539877,705.9863281,-0.000133603
705.0135498,0.099327028,705.0135498,0.002472586,705.0135498,0.000209261,705.0135498,-0.000219302
704.0045166,0.099327676,704.0045166,0.00262853,704.0045166,0.000366804,704.0045166,4.75E-05
702.9950562,0.099729158,702.9950562,0.002663768,702.9950562,0.000340663,702.9950562,-0.000155754
701.9853516,0.100249127,701.9853516,0.002371222,701.9853516,0.000453966,701.9853516,-0.000229703
701.0112915,0.100729302,701.0112915,0.002684631,701.0112915,0.000421706,701.0112915,-0.000150061
700.0009766,0.101209492,700.0009766,0.00252122,700.0009766,0.000570357,700.0009766,-8.69E-05
698.9902344,0.101915412,698.9902344,0.002563401,698.9902344,0.000455832,698.9902344,-6.85E-05
698.0152588,0.102898829,698.0152588,0.002564912,698.0152588,0.00020289,698.0152588,-0.000141056
697.0039673,0.103525035,697.0039673,0.002739853,697.0039673,0.000640503,697.0039673,0.000113758
695.9921875,0.104406126,695.9921875,0.002602436,695.9921875,0.000337114,695.9921875,-0.00013174
695.0163574,0.105207562,695.0163574,0.002533171,695.0163574,0.000492656,695.0163574,-0.000181371
694.0039673,0.106107809,694.0039673,0.002255701,694.0039673,0.000157648,694.0039673,-0.000259921
692.991333,0.106686935,692.991333,0.00252312,692.991333,0.00040844,692.991333,-9.36E-05
692.0145264,0.107556291,692.0145264,0.002619858,692.0145264,0.000524119,692.0145264,-6.64E-05
691.0011597,0.10851755,691.0011597,0.002348995,691.0011597,8.28E-05,691.0011597,-0.000163776
689.9874878,0.109226912,689.9874878,0.002609207,689.9874878,0.000383955,689.9874878,5.67E-05
689.0097656,0.110132426,689.0097656,0.00246298,689.0097656,0.000331234,689.0097656,-0.000281134
687.9954834,0.111185074,687.9954834,0.002250002,687.9954834,0.000108191,687.9954834,-0.000413409
687.0170898,0.111844815,687.0170898,0.002199291,687.0170898,5.76E-05,687.0170898,-0.000344561
686.0022583,0.112612642,686.0022583,0.002413884,686.0022583,0.000474801,686.0022583,-0.000304002
684.9869385,0.113036163,684.9869385,0.002680776,684.9869385,0.000635836,684.9869385,1.10E-05
684.0076904,0.11377646,684.0076904,0.00262215,684.0076904,0.00051738,684.0076904,0.000103789
682.9918213,0.114687622,682.9918213,0.002364195,682.9918213,0.000468374,682.9918213,-1.25E-05
682.0119019,0.115244657,682.0119019,0.002515101,682.0119019,0.000352814,682.0119019,-0.000139399
680.9954224,0.115927264,680.9954224,0.002345378,680.9954224,0.000414477,680.9954224,-0.000152183
680.0148926,0.116475098,680.0148926,0.002190394,680.0148926,0.000404916,680.0148926,1.54E-05
678.9977417,0.11709924,678.9977417,0.002584988,678.9977417,0.00022133,678.9977417,0.000169379
678.0166016,0.117872916,678.0166016,0.002171792,678.0166016,0.000362373,678.0166016,-0.00019405
676.9989014,0.118133046,676.9989014,0.002497814,676.9989014,0.000731999,676.9989014,-5.79E-05
676.0170898,0.118695401,676.0170898,0.002194687,676.0170898,0.000464487,676.0170898,-0.000137381
674.9987183,0.119314395,674.9987183,0.00234176,674.9987183,0.000417301,674.9987183,-0.000132205
674.0164185,0.119615585,674.0164185,0.002523303,674.0164185,0.000372581,674.0164185,1.29E-05
672.9973145,0.120231658,672.9973145,0.002255363,672.9973145,0.00071403,672.9973145,-0.000464043
672.0144653,0.120519742,672.0144653,0.002435724,672.0144653,0.000456506,672.0144653,4.07E-05
670.994812,0.121296808,670.994812,0.002306913,670.994812,0.000348073,670.994812,-0.000280824
670.0112915,0.121943831,670.0112915,0.002354018,670.0112915,0.000138616,670.0112915,-0.000246985
668.9909668,0.122376077,668.9909668,0.002418101,668.9909668,0.000323928,668.9909668,-8.71E-05
668.0068359,0.122238472,668.0068359,0.002442284,668.0068359,0.000561078,668.0068359,0.0001902
666.9859619,0.122229315,666.9859619,0.002275399,666.9859619,0.000290926,666.9859619,-0.000610169
666.0012207,0.122019351,666.0012207,0.001927911,666.0012207,7.75E-05,666.0012207,-0.000348337
665.0162354,0.121327236,665.0162354,0.00306737,665.0162354,0.000780438,665.0162354,0.000601307
663.9943848,0.12159431,663.9943848,0.00287562,663.9943848,0.000815915,663.9943848,1.04E-07
663.0087891,0.121600814,663.0087891,0.002642932,663.0087891,0.000661398,663.0087891,4.35E-06
661.9863281,0.121954151,661.9863281,0.002344467,661.9863281,0.00018414,661.9863281,-0.000105033
661.0001831,0.121923678,661.0001831,0.002480865,661.0001831,0.000519739,661.0001831,-0.000148094
660.0136108,0.121967174,660.0136108,0.002243732,660.0136108,0.000413466,660.0136108,-7.11E-05
658.9902954,0.122147791,658.9902954,0.00204566,658.9902954,0.00025557,658.9902954,-0.00014856
658.0032349,0.122273773,658.0032349,0.002373097,658.0032349,0.00018054,658.0032349,-0.000319833
657.0158691,0.122163087,657.0158691,0.002568297,657.0158691,0.000489495,657.0158691,-3.01E-05
655.9915771,0.122261353,655.9915771,0.002418726,655.9915771,0.000426344,655.9915771,-0.000137174
655.0036621,0.122305125,655.0036621,0.002387724,655.0036621,0.000248758,655.0036621,-0.000394427
654.0153809,0.122077875,654.0153809,0.002565797,654.0153809,0.000478662,654.0153809,0.000194758
652.9902344,0.122266978,652.9902344,0.002330361,652.9902344,0.000405097,652.9902344,-1.55E-06
652.0014038,0.122372374,652.0014038,0.002425233,652.0014038,0.000479362,652.0014038,-0.000296397
651.0122681,0.122331612,651.0122681,0.002449547,651.0122681,0.000487784,651.0122681,0.000195975
649.9862061,0.122218236,649.9862061,0.002864728,649.9862061,0.000596849,649.9862061,0.000223143
648.996521,0.122715376,648.996521,0.002315891,648.996521,0.000118626,648.996521,-0.000177334
648.0065308,0.122629471,648.0065308,0.002633999,648.0065308,0.000646076,648.0065308,8.03E-05
647.0162354,0.122793853,647.0162354,0.002639417,647.0162354,0.000272717,647.0162354,4.40E-07
645.9890137,0.122968249,645.9890137,0.002631708,645.9890137,0.000239408,645.9890137,-0.000126512
644.9981079,0.122963443,644.9981079,0.002694737,644.9981079,0.000189915,644.9981079,-5.59E-06
644.007019,0.123206973,644.007019,0.002568974,644.007019,0.000176397,644.007019,-0.000166001
643.015564,0.123290755,643.015564,0.002363154,643.015564,5.57E-05,643.015564,-5.01E-05
641.9871826,0.123138256,641.9871826,0.002421381,641.9871826,0.000420255,641.9871826,0.000142396
640.9951782,0.123194873,640.9951782,0.002741728,640.9951782,0.000297454,640.9951782,5.89E-05
640.0028687,0.123500861,640.0028687,0.002343061,640.0028687,0.000344705,640.0028687,-0.000199742
639.010376,0.123556353,639.010376,0.002356231,639.010376,0.000266966,639.010376,-0.000197155
638.0175171,0.123832196,638.0175171,0.002306028,638.0175171,0.00015783,638.0175171,-7.10E-05
636.9876099,0.123760559,636.9876099,0.002315917,636.9876099,1.81E-07,636.9876099,-0.000121233
635.9942017,0.123742141,635.9942017,0.002554731,635.9942017,0.000732725,635.9942017,-7.46E-06
635.0005493,0.124003194,635.0005493,0.002432756,635.0005493,0.000153635,635.0005493,-0.000385685
634.0065918,0.123898365,634.0065918,0.002507473,634.0065918,0.000340482,634.0065918,-1.12E-05
633.0123291,0.124049477,633.0123291,0.002505442,633.0123291,0.000302842,633.0123291,7.27E-05
632.0178223,0.124385923,632.0178223,0.002364039,632.0178223,0.000140117,632.0178223,-0.000411289
630.9862061,0.124174841,630.9862061,0.00271521,630.9862061,0.000553225,630.9862061,5.10E-05
629.9910278,0.12452548,629.9910278,0.002264626,629.9910278,0.000173885,629.9910278,-0.000312383
628.9957275,0.124396198,628.9957275,0.002468186,628.9957275,0.000445493,628.9957275,-9.69E-05
628.0001221,0.124595381,628.0001221,0.002457513,628.0001221,2.87E-06,628.0001221,0.000123235
627.0042114,0.124752916,627.0042114,0.002441711,627.0042114,0.000271836,627.0042114,-8.02E-05
626.0079346,0.124933906,626.0079346,0.002439915,626.0079346,0.000397117,626.0079346,-7.67E-05
625.0115356,0.124851562,625.0115356,0.002520231,625.0115356,0.00066272,625.0115356,-0.000125011
624.0148315,0.125011057,624.0148315,0.002464229,624.0148315,0.000278881,624.0148315,-0.00010612
623.0177612,0.125066489,623.0177612,0.0025113,623.0177612,0.000417405,623.0177612,-0.000276012
621.9835815,0.125233933,621.9835815,0.002224945,621.9835815,0.000351855,621.9835815,-8.75E-06
620.9860229,0.125424147,620.9860229,0.002293329,620.9860229,3.31E-05,620.9860229,-0.000389564
619.9880981,0.125346586,619.9880981,0.002443664,619.9880981,0.000288828,619.9880981,0.000140635
618.9900513,0.125639781,618.9900513,0.002360655,618.9900513,0.000174481,618.9900513,-0.000306071
617.9916992,0.12592189,617.9916992,0.002090032,617.9916992,2.79E-05,617.9916992,-0.000446872
616.993042,0.125892386,616.993042,0.002183577,616.993042,0.000198384,616.993042,-0.000330128
615.9940796,0.125983894,615.9940796,0.002592905,615.9940796,4.47E-05,615.9940796,-0.000399444
614.9949341,0.126352161,614.9949341,0.002052682,614.9949341,-0.000178007,614.9949341,-0.00080467
613.9954224,0.126356736,613.9954224,0.001944032,613.9954224,-0.000145248,613.9954224,-0.00076555
612.9956665,0.126560226,612.9956665,0.001755376,612.9956665,-0.000302295,612.9956665,-0.000599416
611.9957275,0.126748413,611.9957275,0.001807594,611.9957275,-0.000487883,611.9957275,-0.000832213
610.9953613,0.127018631,610.9953613,0.001750723,610.9953613,-0.000375547,610.9953613,-0.000915605
609.9949341,0.12711966,609.9949341,0.001444923,609.9949341,-0.000485918,609.9949341,-0.000993299
608.9940796,0.126933798,608.9940796,0.001918707,608.9940796,-0.000127599,608.9940796,-0.000687039
607.992981,0.126883045,607.992981,0.002154882,607.992981,-9.31E-05,607.992981,-0.000407151
606.9916382,0.126850039,606.9916382,0.0021643,606.9916382,0.000119144,606.9916382,-0.000537888
605.9900513,0.126762971,605.9900513,0.002212743,605.9900513,0.000155447,605.9900513,-0.000310831
604.9881592,0.126834303,604.9881592,0.002122287,604.9881592,3.86E-05,604.9881592,-0.000304002
603.9859619,0.126936927,603.9859619,0.002355736,603.9859619,0.000129113,603.9859619,-0.000358424
602.9836426,0.12680845,602.9836426,0.002440305,602.9836426,0.000238242,602.9836426,-0.000356873
602.0180664,0.126808822,602.0180664,0.002426249,602.0180664,0.000192013,602.0180664,-0.000336336
601.0151367,0.126782656,601.0151367,0.002364585,601.0151367,8.73E-05,601.0151367,-8.15E-05
600.0119629,0.126668155,600.0119629,0.002315995,600.0119629,0.000168265,600.0119629,-8.08E-05
599.0085449,0.126639277,599.0085449,0.002470633,599.0085449,0.000162827,599.0085449,-0.000235136
598.0047607,0.126606122,598.0047607,0.002283154,598.0047607,0.00033885,598.0047607,-0.000143643
597.0007935,0.12662892,597.0007935,0.002389156,597.0007935,0.000340456,597.0007935,-0.000170555
595.996582,0.126574487,595.996582,0.002572333,595.996582,0.000430257,595.996582,-0.000228772
594.9921265,0.126519725,594.9921265,0.002549497,594.9921265,0.000289787,594.9921265,-4.33E-05
593.9873047,0.12655814,593.9873047,0.002723259,593.9873047,0.000517821,593.9873047,-4.19E-05
592.9822998,0.126471683,592.9822998,0.002629728,592.9822998,0.000468089,592.9822998,-6.99E-05
592.0142212,0.126557693,592.0142212,0.002753842,592.0142212,0.000372296,592.0142212,-8.03E-05
591.0087891,0.126644552,591.0087891,0.002456419,591.0087891,-3.52E-05,591.0087891,-0.00028755
590.0029297,0.126504719,590.0029297,0.002641917,590.0029297,0.000296988,590.0029297,-0.000177024
588.9968262,0.126612738,588.9968262,0.002375361,588.9968262,0.000317452,588.9968262,-0.000202278
587.9905396,0.126539052,587.9905396,0.002473237,587.9905396,0.000259118,587.9905396,-0.000291533
586.9840088,0.126598328,586.9840088,0.00229921,586.9840088,0.000243396,586.9840088,-0.000233894
586.0144653,0.126506493,586.0144653,0.002426353,586.0144653,0.000110884,586.0144653,-0.000292516
585.0073853,0.126349181,585.0073853,0.002521194,585.0073853,0.000450235,585.0073853,-8.20E-05
584.000061,0.126278311,584.000061,0.002537858,584.000061,0.000110884,584.000061,-0.000252367
582.9924927,0.125950992,582.9924927,0.00293097,582.9924927,0.000604962,582.9924927,4.30E-05
581.9846191,0.126241192,581.9846191,0.002507811,581.9846191,0.000309422,581.9846191,-0.00012351
581.013916,0.126026169,581.013916,0.002538353,581.013916,0.000386727,581.013916,-0.000129928
580.0054932,0.12620689,580.0054932,0.002534186,580.0054932,0.000136881,580.0054932,-0.00036308
578.9969482,0.125958592,578.9969482,0.002617879,578.9969482,0.000421758,578.9969482,-9.59E-05
577.9880981,0.125962123,577.9880981,0.002543872,577.9880981,0.000504707,577.9880981,-0.000331111
577.0163574,0.125947982,577.0163574,0.002500938,577.0163574,0.000250571,577.0163574,5.62E-05
576.006958,0.126143694,576.006958,0.002491799,576.006958,0.000314965,576.006958,-0.000385737
574.9973755,0.125855729,574.9973755,0.002601785,574.9973755,0.0002356,574.9973755,-0.000139555
573.9875488,0.125956699,573.9875488,0.002382857,573.9875488,0.000144053,573.9875488,-0.000199069
573.0148926,0.125775039,573.0148926,0.002588478,573.0148926,0.000309603,573.0148926,-0.000204244
572.0045166,0.125802085,572.0045166,0.002516924,572.0045166,0.000217756,572.0045166,-0.000366442
570.9938965,0.125691503,570.9938965,0.002639599,570.9938965,0.000285927,570.9938965,-0.00021537
569.9830322,0.125662208,569.9830322,0.002373851,569.9830322,0.000198461,569.9830322,-0.000180025
569.0093994,0.125539184,569.0093994,0.002384783,569.0093994,0.00027541,569.0093994,-0.000340008
567.9980469,0.125309929,567.9980469,0.002738394,567.9980469,0.000539747,567.9980469,-3.44E-05
566.9864502,0.125371665,566.9864502,0.00241417,566.9864502,0.000325923,566.9864502,-0.00038465
566.0120239,0.125239149,566.0120239,0.002549158,566.0120239,0.000220061,566.0120239,-0.000180957
565,0.125012636,565,0.00279602,565,0.000405253,565,-7.82E-06
563.9876709,0.124968007,563.9876709,0.002501511,563.9876709,0.000284243,563.9876709,-8.49E-05
563.0126343,0.124946229,563.0126343,0.002380046,563.0126343,0.000227416,563.0126343,-0.000455354
561.9997559,0.124512933,561.9997559,0.00261116,561.9997559,0.000569502,561.9997559,-0.000186753
560.9867554,0.124269806,560.9867554,0.002619962,560.9867554,0.000441891,560.9867554,-0.000216146
560.0109863,0.124131359,560.0109863,0.002770645,560.0109863,0.00042466,560.0109863,4.11E-05
558.9974365,0.124005839,558.9974365,0.002515752,558.9974365,0.000121552,558.9974365,-1.18E-05
557.9836426,0.123674959,557.9836426,0.002704739,557.9836426,0.000422924,557.9836426,-5.46E-05
557.0072021,0.123467594,557.0072021,0.002595665,557.0072021,0.000468271,557.0072021,-7.04E-06
555.9928589,0.123386182,555.9928589,0.00266718,555.9928589,0.00040204,555.9928589,-0.000110157
555.0158691,0.123265177,555.0158691,0.002550018,555.0158691,0.000278363,555.0158691,-0.000393133
554.0012207,0.122969143,554.0012207,0.002594077,554.0012207,0.000316286,554.0012207,-0.000278858
552.9862061,0.122675173,552.9862061,0.002561917,552.9862061,0.00041984,552.9862061,-4.70E-05
552.0085449,0.122626387,552.0085449,0.00260991,552.0085449,0.000154101,552.0085449,-0.000244347
550.993042,0.122195736,550.993042,0.002608868,550.993042,0.000205946,550.993042,-6.97E-05
550.0150146,0.121684119,550.0150146,0.002931934,550.0150146,0.000489521,550.0150146,0.00019569
548.9990845,0.121546157,548.9990845,0.002598478,548.9990845,0.000444923,548.9990845,-8.02E-05
547.9829102,0.121176213,547.9829102,0.00243588,547.9829102,0.000292403,547.9829102,-0.000264578
547.0041504,0.120868094,547.0041504,0.002485447,547.0041504,0.00044513,547.0041504,-0.000153891
545.9874878,0.120580971,545.9874878,0.002591238,545.9874878,0.000281031,545.9874878,-4.71E-05
545.0082397,0.120278433,545.0082397,0.002603269,545.0082397,0.000305795,545.0082397,-8.01E-05
543.9910889,0.119839609,543.9910889,0.002553116,543.9910889,0.00034385,543.9910889,-0.000156789
543.0114136,0.11956165,543.0114136,0.0024805,543.0114136,0.000215062,543.0114136,-8.30E-05
541.9938965,0.119039774,541.9938965,0.002498256,541.9938965,0.000371934,541.9938965,-0.000137692
541.0136719,0.118888892,541.0136719,0.002575171,541.0136719,0.000308049,541.0136719,-0.000122423
539.9957275,0.118774921,539.9957275,0.002732507,539.9957275,0.000298905,539.9957275,-7.93E-05
539.0150757,0.118196793,539.0150757,0.002620301,539.0150757,0.000331182,539.0150757,-0.000199483
537.996582,0.117678724,537.996582,0.002520152,537.996582,0.000219335,537.996582,-0.000329455
537.015564,0.11701379,537.015564,0.002564573,537.015564,0.000222884,537.015564,-0.000249986
535.996521,0.116719961,535.996521,0.002668065,535.996521,0.00026764,535.996521,-0.000254798
535.0150757,0.116243735,535.0150757,0.002642359,535.0150757,0.000279063,535.0150757,-0.000266958
533.9956055,0.11553286,533.9956055,0.002462928,533.9956055,0.000331389,533.9956055,-0.000195706
533.0137329,0.11524111,533.0137329,0.002607436,533.0137329,0.000366208,533.0137329,-0.000133033
531.9937744,0.115062393,531.9937744,0.002660278,531.9937744,0.000257331,531.9937744,-0.00010612
531.0114746,0.114288449,531.0114746,0.002763428,531.0114746,0.000374809,531.0114746,-0.000119939
529.9910889,0.113831334,529.9910889,0.002521793,529.9910889,0.000334446,529.9910889,-0.000147318
