Baseline 100%T,,R1 sulfuric + ferric1,,R2 sulfuric + ferric,,R3 sulfuric + ferric,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
239.0133209,3.92663455,239.0133209,-0.146465078,239.0133209,-0.174485475,239.0133209,-0.040384512
237.9853058,3.786051035,237.9853058,0.124820299,237.9853058,0.055296678,237.9853058,0.032964144
236.9967041,3.923835516,236.9967041,-0.052123826,236.9967041,0.0159212,236.9967041,-0.015700243
236.0080566,4.063378811,236.0080566,-0.066741534,236.0080566,-0.050150767,236.0080566,-0.067730278
235.0192871,4.167754173,235.0192871,-0.02709512,235.0192871,0.06853132,235.0192871,0.008355927
233.99086,4.132876396,233.99086,0.11231406,233.99086,-0.08568076,233.99086,0.221806884
233.0019379,4.203237057,233.0019379,0.054100242,233.0019379,0.060230795,233.0019379,-0.361605436
232.0129089,4.618667603,232.0129089,0.120714739,232.0129089,-0.540179789,232.0129089,-0.180030435
230.9842377,4.171482563,230.9842377,0.039064437,230.9842377,-0.09241724,230.9842377,-0.086946882
229.9950562,4.246684551,229.9950562,-0.104062453,229.9950562,0.262238056,229.9950562,-0.034434546
229.0057373,4.634192944,229.0057373,-0.574222565,229.0057373,-0.179936141,229.0057373,-0.207586139
228.0163879,4.104551315,228.0163879,-0.077676587,228.0163879,-0.059662737,228.0163879,-0.101416059
226.9873352,4.117929459,226.9873352,-0.005741748,226.9873352,-0.080855057,226.9873352,-0.070904724
225.997757,4.009836674,225.997757,0.030683097,225.997757,-0.044392847,225.997757,-0.022008967
225.0081329,3.973056316,225.0081329,0.045451351,225.0081329,-0.058019552,225.0081329,0.027720245
224.0184174,4.108203411,224.0184174,0.078695387,224.0184174,-0.001641997,224.0184174,-0.164360285
222.9890289,4.026081085,222.9890289,0.020636505,222.9890289,-0.016816076,222.9890289,-0.001134807
221.999115,4.103939056,221.999115,0.011231571,221.999115,-0.033207763,221.999115,-0.147571728
221.0091553,4.140585899,221.0091553,-0.181133598,221.0091553,-0.240687847,221.0091553,-0.21799013
220.0190887,4.12955761,220.0190887,-0.208617985,220.0190887,-0.212045699,220.0190887,-0.064441733
218.9893494,3.942256212,218.9893494,0.132091761,218.9893494,0.220654234,218.9893494,0.024163576
217.9990997,3.941349983,217.9990997,0.016255589,217.9990997,0.039204288,217.9990997,0.154734626
217.0088043,4.107326984,217.0088043,-0.249335066,217.0088043,-0.249353901,217.0088043,-0.211946175
216.0184021,3.873461962,216.0184021,0.041513536,216.0184021,-0.02157907,216.0184021,0.070279732
214.988327,3.950721025,214.988327,0.169238925,214.988327,-0.068233855,214.988327,0.239366368
213.997757,3.879386187,213.997757,-0.083484299,213.997757,0.23027578,213.997757,0.046860639
213.0071411,3.96862483,213.0071411,-0.103928439,213.0071411,-0.056628779,213.0071411,-0.034800924
212.0164032,4.001338482,212.0164032,-0.044195645,212.0164032,-0.13615872,212.0164032,-0.191352636
210.9859924,3.906781197,210.9859924,-0.206346393,210.9859924,0.009354836,210.9859924,-0.102689192
209.9951019,3.958820581,209.9951019,-0.054810669,209.9951019,-0.058795035,209.9951019,-0.117823027
209.0041504,3.903860092,209.0041504,0.041798282,209.0041504,-0.097562388,209.0041504,-0.092576943
208.013092,4.054047585,208.013092,-0.094487466,208.013092,-0.097892813,208.013092,-0.170687929
206.9823608,3.928399324,206.9823608,0.031246109,206.9823608,0.182870179,206.9823608,0.003388925
205.9911499,4.065496922,205.9911499,0.132099837,205.9911499,-0.17140089,205.9911499,-0.061721664
204.9998932,3.998706341,204.9998932,-0.010652581,204.9998932,0.121847764,204.9998932,-0.026088748
204.0085297,4.133199215,204.0085297,-0.130556375,204.0085297,-0.031680696,204.0085297,-0.255620241
203.0171051,3.922961473,203.0171051,-0.131206036,203.0171051,0.024739925,203.0171051,-0.022426935
201.9859467,3.968128681,201.9859467,0.085508592,201.9859467,-0.033368114,201.9859467,-0.100515887
200.9943695,3.858882427,200.9943695,0.080678098,200.9943695,-0.00964951,200.9943695,-0.029075284
200.0027008,4.151815414,200.0027008,-0.319943041,200.0027008,-0.370214999,200.0027008,-0.273451418
,,,,,,,
Baseline 100%T,,,,,,,
Baseline 100%T,,,,,,,
Collection Time: 3/24/2026 3:49:32 PM,,,,,,,
Operator Name  :,,,,,,,
Scan Version 5.3.0.1079,,,,,,,
Parameter List :,,,,,,,
Instrument  Cary 60,,,,,,,
Instrument Version  2.00,,,,,,,
Start (nm)  800.0,,,,,,,
Stop (nm)  200.0,,,,,,,
X Mode  Nanometers,,,,,,,
Y Mode  Abs,,,,,,,
UV-Vis Scan Rate (nm/min)  600.000,,,,,,,
UV-Vis Data Interval (nm)  1.00,,,,,,,
UV-Vis Ave. Time (sec)  0.1000,,,,,,,
Beam Mode  Dual Beam,,,,,,,
Baseline Correction  On,,,,,,,
Baseline Type  Baseline correction,,,,,,,
Baseline File Name,,,,,,,
Baseline Std Ref File Name,,,,,,,
Cycle Mode  Off,,,,,,,
Method Log     :,,,,,,,
Method Name    :,,,,,,,
Date/Time stamp: 3/24/2026 2:33:05 PM,,,,,,,
Method Modifications:,,,,,,,
UVVIS SAT Changed: 3/24/2026 3:47:51 PM, Old:0.0125, New:0.1000,,,,,
Common SAT Changed: 3/24/2026 3:47:51 PM, Old:0.0125, New:0.1000,,,,,
Common Interval nm Changed: 3/24/2026 3:47:55 PM, Old:     5.00, New:     1.00,,,,,
Baseline Correction Changed: 3/24/2026 3:47:55 PM, Old:0, New:1,,,,,
End Method Modifications,,,,,,,
<Current Wavelength> ,200,,,,,,
,,,,,,,
R1 sulfuric + ferric1,,,,,,,
R1 sulfuric + ferric1,,,,,,,
Collection Time: 3/24/2026 3:54:08 PM,,,,,,,
Operator Name  :,,,,,,,
Scan Version 5.3.0.1079,,,,,,,
Parameter List :,,,,,,,
Instrument  Cary 60,,,,,,,
Instrument Version  2.00,,,,,,,
Start (nm)  800.0,,,,,,,
Stop (nm)  200.0,,,,,,,
X Mode  Nanometers,,,,,,,
Y Mode  Abs,,,,,,,
UV-Vis Scan Rate (nm/min)  600.000,,,,,,,
UV-Vis Data Interval (nm)  1.00,,,,,,,
UV-Vis Ave. Time (sec)  0.1000,,,,,,,
Beam Mode  Dual Beam,,,,,,,
Baseline Correction  On,,,,,,,
Baseline Type  Baseline correction,,,,,,,
Baseline File Name,,,,,,,
Baseline Std Ref File Name,,,,,,,
Cycle Mode  Off,,,,,,,
Method Log     :,,,,,,,
Method Name    :,,,,,,,
Date/Time stamp: 3/24/2026 2:33:05 PM,,,,,,,
Method Modifications:,,,,,,,
UVVIS SAT Changed: 3/24/2026 3:47:51 PM, Old:0.0125, New:0.1000,,,,,
Common SAT Changed: 3/24/2026 3:47:51 PM, Old:0.0125, New:0.1000,,,,,
Common Interval nm Changed: 3/24/2026 3:47:55 PM, Old:     5.00, New:     1.00,,,,,
Baseline Correction Changed: 3/24/2026 3:47:55 PM, Old:0, New:1,,,,,
End Method Modifications,,,,,,,
<Current Wavelength> ,201,,,,,,
,,,,,,,
R2 sulfuric + ferric,,,,,,,
R2 sulfuric + ferric,,,,,,,
Collection Time: 3/24/2026 3:59:04 PM,,,,,,,
Operator Name  :,,,,,,,
Scan Version 5.3.0.1079,,,,,,,
Parameter List :,,,,,,,
Instrument  Cary 60,,,,,,,
Instrument Version  2.00,,,,,,,
Start (nm)  800.0,,,,,,,
Stop (nm)  200.0,,,,,,,
X Mode  Nanometers,,,,,,,
Y Mode  Abs,,,,,,,
UV-Vis Scan Rate (nm/min)  600.000,,,,,,,
UV-Vis Data Interval (nm)  1.00,,,,,,,
UV-Vis Ave. Time (sec)  0.1000,,,,,,,
Beam Mode  Dual Beam,,,,,,,
Baseline Correction  On,,,,,,,
Baseline Type  Baseline correction,,,,,,,
Baseline File Name,,,,,,,
Baseline Std Ref File Name,,,,,,,
Cycle Mode  Off,,,,,,,
Method Log     :,,,,,,,
Method Name    :,,,,,,,
Date/Time stamp: 3/24/2026 2:33:05 PM,,,,,,,
Method Modifications:,,,,,,,
UVVIS SAT Changed: 3/24/2026 3:47:51 PM, Old:0.0125, New:0.1000,,,,,
Common SAT Changed: 3/24/2026 3:47:51 PM, Old:0.0125, New:0.1000,,,,,
Common Interval nm Changed: 3/24/2026 3:47:55 PM, Old:     5.00, New:     1.00,,,,,
Baseline Correction Changed: 3/24/2026 3:47:55 PM, Old:0, New:1,,,,,
End Method Modifications,,,,,,,
<Current Wavelength> ,201,,,,,,
,,,,,,,
R3 sulfuric + ferric,,,,,,,
R3 sulfuric + ferric,,,,,,,
Collection Time: 3/24/2026 4:00:31 PM,,,,,,,
Operator Name  :,,,,,,,
Scan Version 5.3.0.1079,,,,,,,
Parameter List :,,,,,,,
Instrument  Cary 60,,,,,,,
Instrument Version  2.00,,,,,,,
Start (nm)  800.0,,,,,,,
Stop (nm)  200.0,,,,,,,
X Mode  Nanometers,,,,,,,
Y Mode  Abs,,,,,,,
UV-Vis Scan Rate (nm/min)  600.000,,,,,,,
UV-Vis Data Interval (nm)  1.00,,,,,,,
UV-Vis Ave. Time (sec)  0.1000,,,,,,,
Beam Mode  Dual Beam,,,,,,,
Baseline Correction  On,,,,,,,
Baseline Type  Baseline correction,,,,,,,
Baseline File Name,,,,,,,
Baseline Std Ref File Name,,,,,,,
Cycle Mode  Off,,,,,,,
Method Log     :,,,,,,,
Method Name    :,,,,,,,
Date/Time stamp: 3/24/2026 2:33:05 PM,,,,,,,
Method Modifications:,,,,,,,
UVVIS SAT Changed: 3/24/2026 3:47:51 PM, Old:0.0125, New:0.1000,,,,,
Common SAT Changed: 3/24/2026 3:47:51 PM, Old:0.0125, New:0.1000,,,,,
Common Interval nm Changed: 3/24/2026 3:47:55 PM, Old:     5.00, New:     1.00,,,,,
Baseline Correction Changed: 3/24/2026 3:47:55 PM, Old:0, New:1,,,,,
End Method Modifications,,,,,,,
<Current Wavelength> ,205,,,,,,
